SiteName,SiteEngName,County,Township,Basin,River,TWD97Lon,TWD97Lat,TWD97TM2X,TWD97TM2Y,SiteAddress
軍輝橋,Jyunhui Bridge,嘉義市,東區,八掌溪流域,八掌溪,120.4581350,23.4585540,194641.01,2595165.83,嘉義市東區吳鳳南路
重陽大橋,Chongyang Bridge,台北市,士林區,淡水河流域,淡水河本流,121.5027970,25.0841740,300718.16,2775195.29,台北市士林區延平北路旁
香雅橋,Siangya Bridge,新竹市,香山區,客雅溪流域,客雅溪,120.9253570,24.8032280,242453.58,2743985.11,新竹市香山區虎林里延平路三段旁
倡和橋,Chenho Bridge,台中市,北屯區,烏溪流域,烏溪,120.7053550,24.1696470,220061.64,2673842.80,台中市大坑東山路一段143-8號
員笨橋,Yuanben Bridge,桃園縣,楊梅鎮,福興溪流域,福興溪,121.0881330,24.9439440,258900.21,2759571.63,桃園縣楊梅鎮員笨桃104線
時潮橋(原為復興橋),Fusing Bridge,宜蘭縣,礁溪鄉,得子口溪流域,得子口溪,121.8128950,24.8177140,332176.16,2745832.23,宜蘭縣礁溪鄉竹安里4號道旁
浮洲橋,Fuchou Bridge,新北市,板橋區,淡水河流域,大漢溪,121.4362460,24.9950730,294036.69,2765302.66,新北市板橋區大觀路浮洲橋
海墘大橋,Hichenda Bridge,屏東縣,滿洲鄉,港口溪流域,港口溪,120.8410850,21.9886950,233590.42,2432313.94,屏東縣滿州鄉佳樂水台26線公路(52公里處)
海豐橋,Hifon Bridge,雲林縣,麥寮鄉,新虎尾溪流域,新虎尾溪,120.2457240,23.7403990,173104.01,2626477.32,雲林縣東勢鄉17號公路88km處
烏溪橋,Wu River Bridge,台中市,霧峰區,烏溪流域,烏溪,120.6955970,24.0089370,219031.58,2656046.32,台中市霧峰區3號公路
貢寮大橋,Gongliaoda Bridge,新北市,貢寮區,雙溪流域,雙溪,121.9095290,25.0207100,341795.06,2768379.67,新北市貢寮區102丙公路
馬蘭橋,Malan Bridge,台東縣,臺東市,太平溪流域,太平溪,121.1325950,22.7659810,263615.91,2518376.02,台東市台9線
高屏大橋,Gaopingda Bridge,高雄市,大樹區,高屏溪流域,高屏溪,120.4374110,22.6471260,192178.26,2505318.56,高雄市大樹區台1線公路(392.5公里處)
高速公路橋,Hiway Bridge,台中市,神岡區,大甲溪流域,大甲溪,120.6947070,24.2839310,219007.41,2686502.19,台中市國道一號164km處
高速鐵路橋下游便橋,High Speed Rail Bridge,高雄市,鳳山區,阿公店溪流域,阿公店溪,120.3282200,22.8038890,181034.33,2522724.13,高雄市岡山區大莊路
乾峰橋,Chenfon Bridge,南投縣,國姓鄉,烏溪流域,烏溪,120.8269120,24.0270470,232393.42,2658029.31,南投縣國姓鄉136號公路
國光橋,Guogwon Bridge,台中市,大里區,烏溪流域,旱溪,120.6795570,24.1174810,217427.13,2668071.16,台中市大里區國光路二段710號附近
國姓橋(原為國聖橋),Guoshen Bridge,台南市,安南區,曾文溪流域,曾文溪,120.1348200,23.0858000,161362.14,2554046.51,台南市安南區台17線174.5公里處
崇德橋,Chongdeda Bridge,高雄市,田寮區,二仁溪流域,二仁溪,120.3618470,22.8756770,184520.75,2530658.35,高雄市田寮區崗山頭高139線(1公里處)
崙埤橋(原為崙碑),Lonbei,宜蘭縣,大同鄉,蘭陽溪流域,蘭陽溪,121.6093760,24.6759970,311389.74,2730573.28,宜蘭縣大同鄉松羅村7號公路大同國小附近
梅林橋,Meilin Bridge,雲林縣,斗六市,北港溪流域,北港溪(雲),120.5907710,23.7092200,208271.10,2622880.65,雲林縣梅南里南仁路173號旁
梅南橋,Meinan Bridge,雲林縣,斗六市,北港溪流域,北港溪(雲),120.5999980,23.7005870,209209.35,2621921.91,雲林縣斗六市梅林里梅林路75-1號
淡水河口,Danshuei River Mouth,新北市,八里區,淡水河流域,淡水河本流,121.4227450,25.1709010,292612.98,2784774.01,新北市淡水區
深坑橋,Shenkeng Bridge,新竹縣,新豐鄉,福興溪流域,福興溪,121.0027160,24.9399010,250274.33,2759120.92,新竹縣新豐鄉後湖村省15號公路(西濱公路)
清水大閘,Cingshueida Gate,宜蘭縣,五結鄉,冬山河流域,冬山河,121.8329720,24.6920060,334290.55,2731920.29,宜蘭縣五結鄉季水路
清流橋,Cingliu Bridge,南投縣,仁愛鄉,烏溪流域,烏溪,120.9542910,24.0630830,245351.75,2662010.21,南投縣仁愛鄉互助村投82號公路
笨子港橋,Bendzugon Bridge,桃園縣,新屋鄉,社子溪流域,社子溪,121.0273060,24.9829920,252756.63,2763894.03,桃園縣新屋鄉154號公路
許厝港一號橋,Shiutsugan No.1,桃園縣,大園鄉,老街溪流域,老街溪,121.1778230,25.0775620,267938.17,2774380.29,桃園縣大園鄉內海村潮音路
逢甲橋,Fongia Bridge,台中市,北屯區,烏溪流域,烏溪,120.7377720,24.1784760,223357.37,2674814.09,台中市北屯區東山路一段428號
鹿鳴橋,Lumin Bridge,台東縣,鹿野鄉,卑南溪流域,卑南溪,121.0941990,22.8914450,259664.30,2532265.69,台東縣鹿野鄉台9線公路(356.5公里處)
麻善大橋,Marsonda Bridge,台南市,麻豆區,曾文溪流域,曾文溪,120.2607290,23.1714610,174310.22,2563461.90,台南市麻豆區台19甲線18.5公里處
普渡大橋,Podooda Bridge,花蓮縣,秀林鄉,立霧溪流域,立霧溪,121.4954960,24.1813090,300342.11,2675192.02,花蓮縣秀林鄉天祥8號公路
曾文一橋(原為曾文一號橋),Zengwun no.1 Bridge,台南市,楠西區,曾文溪流域,曾文溪,120.4881960,23.1922130,197607.90,2565659.84,台南市楠西區174線55公里處
曾文溪河口,Zengwun River Mouth,台南市,七股區,曾文溪流域,曾文溪,120.0626300,23.0444880,153936.58,2549517.05,台南市七股區與台南市安南區交界處
曾文溪橋,Zengwun River Bridge,台南市,善化區,曾文溪流域,曾文溪,120.3391440,23.1552270,182330.80,2561625.52,台南市善化區台1線公路(306公里處)
渡船大橋,Doochunda Bridge,新竹縣,關西鎮,鳳山溪流域,鳳山溪,121.1756530,24.7855550,267761.12,2742036.97,新竹縣關西鎮3號公路與竹25線交會口附近
港口橋,Gangkou Bridge,屏東縣,滿洲鄉,港口溪流域,港口溪,120.8191970,22.0014960,231331.93,2433733.76,屏東縣滿州鄉港口村200甲公路(0.5公里處)
港西抽水站,Gangci Pomping Station,屏東縣,新園鄉,東港溪流域,東港溪,120.4620070,22.5045230,194649.32,2489518.72,屏東縣新園鄉港西村台27線76公里處
湳雅取水口(取代溪洲大橋),Sichiuda Bridge,新竹市,北區,頭前溪流域,頭前溪,120.9792960,24.8250910,247907.19,2746404.68,新竹市北區湳雅里竹54-2號道
莿桐一號橋,Cihtong no. 1 Bridge,雲林縣,莿桐鄉,新虎尾溪流域,新虎尾溪,120.5081760,23.7514670,199864.93,2627585.94,雲林縣莿桐鄉台一丁公路1.5km處
華中大橋,Huajhong Bridge,新北市,中和區,淡水河流域,新店溪,121.4962700,25.0102130,300089.80,2767000.55,新北市中和區景平路中山路交會處附近
華江大橋,Huajhian Bridge,台北市,萬華區,淡水河流域,新店溪,121.4835090,25.0348980,298792.04,2769730.06,新北市板橋區文化路華江橋
象鼻橋,Siangbee Bridge,新竹縣,新豐鄉,新豐溪流域,茄苳溪(竹),120.9864670,24.8877350,248632.71,2753343.06,新竹縣新豐鄉象鼻村竹3線與竹5-1線交會口附近
貂嶺車站,Diolin Station,新北市,瑞芳區,淡水河流域,基隆河,121.8228180,25.0659410,333012.81,2773333.93,新北市瑞芳區貂嶺車站(北37線往三貂嶺)
集泉橋,Gichen Bridge,台中市,烏日區,烏溪流域,烏溪,120.6149940,24.1063360,210860.96,2666853.37,台中市烏日區12甲公路大鐘印染旁
集鹿大橋,Ji Lu Bridge,南投縣,鹿谷鄉,濁水溪流域,濁水溪,120.7828611,23.8150787,120.70,23.80,南投縣鹿谷鄉
雲嘉大橋,Yunchiada Bridge,雲林縣,口湖鄉,北港溪流域,北港溪(雲),120.1779340,23.5137940,166048.46,2601419.25,雲林縣口湖鄉17號公路118km處
愛蘭橋,Ailan Bridge,南投縣,埔里鎮,烏溪流域,烏溪,120.9465110,23.9669190,244556.60,2651360.57,南投縣埔里鎮中山路三段741號
新生橋,Sinshen Bridge,南投縣,埔里鎮,烏溪流域,烏溪,120.9588160,23.9541600,245808.41,2649947.10,南投縣埔里鎮南環路與新生路交叉口
新生橋(原為嘉新村),Chiacin Village,花蓮縣,新城鄉,美崙溪流域,美崙溪,121.6083950,24.0094050,311895.39,2656198.46,花蓮縣新城鄉嘉新村台9線與中央路交會口新生橋
新虎尾溪橋,Sinhuwei River Bridge,雲林縣,莿桐鄉,新虎尾溪流域,新虎尾溪,120.4970180,23.7508470,198727.31,2627521.25,雲林縣莿桐鄉莿桐村1號公路233km處
新城橋,Sincheng Bridge,宜蘭縣,蘇澳鎮,新城溪流域,新城溪,121.8123420,24.6152880,332253.11,2723410.22,宜蘭縣蘇澳鎮9號公路武荖坑遊樂區旁
新城橋,Sincheng Bridge,新竹縣,寶山鄉,鹽港溪流域,鹽港溪,120.9643810,24.7299070,246396.84,2735862.64,新竹縣寶山鄉新城村竹苗47號道
新埔大橋,Sinpooda Bridge,新竹縣,新埔鎮,鳳山溪流域,鳳山溪,121.0656870,24.8256810,256639.83,2746471.52,新竹縣新埔鎮118號公路
新海大橋,Cinhi Bridge,新北市,新莊區,淡水河流域,大漢溪,121.4546200,25.0328660,295877.46,2769494.93,新北市板橋區新海路
新埤大橋,Sinbeida Bridge,屏東縣,新埤鄉,林邊溪流域,林邊溪,120.5504200,22.4611970,203731.28,2484691.26,屏東縣新埤鄉台1號公路(422公里處)
新湖橋,Sinhoo Bridge,桃園縣,新屋鄉,福興溪流域,福興溪,121.0459570,24.9434460,254641.00,2759514.42,桃園縣新屋鄉邱厝桃竹107線
新發大橋,Sinfada Bridge,高雄市,六龜區,高屏溪流域,高屏溪,120.6691600,23.0485590,216096.83,2549698.55,高雄市六龜區新發里台27線3.5公里處
新園橋(原為大南橋),Danan Bridge,台東縣,臺東市,利嘉溪流域,利嘉溪,121.0492250,22.7607920,255055.03,2517796.13,台東市中興路六段與台9號青海路附近
新旗尾橋,Sinciwei Bridge,高雄市,旗山區,高屏溪流域,高屏溪,120.4878950,22.8740080,197453.82,2530423.12,高雄市旗山區台3線417公里處
新寮大橋,Sinliaoda Bridge,新北市,雙溪區,雙溪流域,雙溪,121.8347690,25.0317970,334241.91,2769559.19,新北市雙溪區上林村北38號道
新寮橋(原為新寮吊橋),Sinliao Suspension Bridge,高雄市,六龜區,高屏溪流域,高屏溪,120.6041810,22.8786960,209387.30,2530905.41,高雄市六龜區新寮里台27甲
新灣橋,Sinwun Bridge,台南市,永康區,鹽水溪流域,鹽水溪,120.2822020,23.0209390,176426.86,2546782.07,台南市永康區180線公路(8.5公里處)
暖江橋,Nungen Bridge,基隆市,暖暖區,淡水河流域,基隆河,121.7416290,25.1028360,324799.01,2777373.38,基隆市暖暖區台省道2丁路
楓林橋,Fonlin Bridge,新北市,石碇區,淡水河流域,景美溪,121.6419800,25.0107770,314796.78,2767124.71,新北市石碇區八分寮106號公路
楓港溪橋,Fongang Bridge,屏東縣,枋山鄉,楓港溪流域,楓港溪,120.6911680,22.1958610,218156.34,2455275.36,屏東縣枋山鄉台1線456公里處
溪南橋,Sinan Bridge,台中市,烏日區,烏溪流域,烏溪,120.6433710,24.0920680,213741.72,2665265.56,台中市烏日區127號公路友勝鋼鐵旁
瑞昌大橋(原為瑞豐大橋),Wanfonda Bridge,新竹縣,橫山鄉,頭前溪流域,頭前溪,121.1190790,24.6680600,262051.99,2729017.33,新竹縣橫山鄉上坪竹35號道
瑞穗大橋,Rueisueida Bridge,花蓮縣,瑞穗鄉,秀姑巒溪流域,秀姑巒溪,121.4040160,23.4854000,291267.32,2598092.58,花蓮縣瑞穗鄉193號公路
義里大橋,Yilida Bridge,苗栗縣,三義鄉,大安溪流域,大安溪,120.7365410,24.3569940,223269.68,2694585.47,苗栗縣三義鄉13號公路
萬大大橋,Wandada Bridge,高雄市,大寮區,高屏溪流域,高屏溪,120.4397850,22.5933590,192399.80,2499363.96,高雄市大寮區台88線公路(11公里處)
萬里溪橋,Wanlici Bridge,花蓮縣,鳳林鎮,花蓮溪流域,花蓮溪,121.4262390,23.7195970,293459.95,2624034.94,花蓮縣鳳林鎮9號公路
萬壽橋,Wanshou Bridge,台北市,文山區,淡水河流域,景美溪,121.5720450,24.9920530,307746.65,2765019.18,台北市文山區木新路萬壽橋
葫蘆堵大橋(原為上深溝),Shangshengo,宜蘭縣,員山鄉,蘭陽溪流域,蘭陽溪,121.6822540,24.7051820,319031.21,2733295.46,宜蘭縣員山鄉深溝村7號公路葫蘆堵大橋
誠仁橋,Chenren Bridge,新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,新竹市香山區內湖里台13線
隘寮堰,AiLio Weir,屏東縣,瑪家鄉,高屏溪流域,高屏溪,120.6581360,22.7060210,214879.12,2511771.01,屏東縣瑪家鄉瑪家村原住民文化園區
嘉南大橋,Chiananda Bridge,台南市,北門區,八掌溪流域,八掌溪,120.1532940,23.3135280,163401.81,2579254.99,台南市北門區台17線公路(279.1公里處)
實踐橋,Shihgein Bridge,基隆市,七堵區,淡水河流域,基隆河,121.6933320,25.0787810,319941.37,2774682.89,基隆市七堵區實踐路
旗南橋,Cinan Bridge,高雄市,旗山區,高屏溪流域,高屏溪,120.4966080,22.8684500,198345.81,2529804.54,高雄市旗山區台3線418公里處
榮橋,Rong Bridge,雲林縣,斗六市,北港溪流域,北港溪(雲),120.5234350,23.7312150,201412.92,2625337.80,雲林縣斗六市大美村雲74公路9.5km處
碧潭吊橋(取代碧潭大橋),Beetan Bridge,新北市,新店區,淡水河流域,新店溪,121.5358150,24.9609240,304102.82,2761556.17,新北市新店區北新路
福馬圳,Fumazun,彰化縣,彰化市,烏溪流域,烏溪,120.5753200,24.1043860,206827.00,2666649.00,彰化市國聖里國聖路307號
網寮橋(原為建國村),Chenguo Village,台南市,永康區,二仁溪流域,二仁溪,120.2506000,22.9987210,173174.96,2544337.84,台南市永康區大灣路(180線)
鳳凰橋(原為青草湖),Chintsao Lake,新竹市,東區,客雅溪流域,客雅溪,120.9675160,24.7831980,246715.34,2741764.93,新竹市東區高峰里明湖路煙波飯店旁
廣興橋(取代屈尺堰),Chiuche Weir,新北市,新店區,淡水河流域,新店溪,121.5474950,24.9123310,305303.92,2756178.60,新北市新店區新烏路台九甲號道路
潮州大橋,Chaojhouda Bridge,屏東縣,潮洲鎮,東港溪流域,東港溪,120.5396610,22.5637880,202658.97,2496054.45,屏東縣潮州鎮台1線公路(407.7公里處)
蓬萊橋(原為阿公店溪),Agongdian River,高雄市,燕巢區,阿公店溪流域,阿公店溪,120.3612100,22.8032500,184420.62,2522638.38,高雄市燕巢區西燕村紅山巷(高29-1線0.6公里處)
噶瑪蘭橋(原為興蘭大橋),Sinlanda Bridge,宜蘭縣,壯圍鄉,蘭陽溪流域,蘭陽溪,121.8202310,24.7192370,332983.16,2734928.79,宜蘭縣壯圍鄉2號公路
樹王橋,Shuwan Bridge,台中市,大里區,烏溪流域,烏溪,120.6656630,24.1100450,216012.91,2667250.90,台中市大里區樹王路272號僑泰工商附近
澳尾橋,Aowei Bridge,宜蘭縣,南澳鄉,南澳溪流域,南澳溪,121.7800210,24.4491420,329084.39,2704988.59,宜蘭縣南澳鄉9號公路(出南澳市區)
興社大橋,Cinsheda Bridge,屏東縣,萬丹鄉,東港溪流域,東港溪,120.5041640,22.5421990,199000.41,2493675.60,屏東縣萬丹鄉興安村屏58線5.5公里處
錦文橋,Geinwun Bridge,花蓮縣,秀林鄉,立霧溪流域,立霧溪,121.6217480,24.1563480,313181.82,2672478.67,花蓮縣秀林鄉太魯閣9號公路
頭前溪橋,Toucian River Bridge,新竹市,東區,頭前溪流域,頭前溪,120.9970100,24.8228950,249697.79,2746161.31,新竹市東區台一省道與東西向快速道路交會口附近
頭屋大橋,Touwuda Bridge,苗栗縣,頭屋鄉,後龍溪流域,後龍溪,120.8457940,24.5746520,234381.26,2718675.34,苗栗縣頭屋鄉13號公路
龍安橋,Longanda Bridge,台中市,東勢區,大甲溪流域,大甲溪,120.8379180,24.1719360,233531.48,2674074.30,台中市東勢區台8號10.5km處
龍壽橋,Longsho Bridge,苗栗縣,西湖鄉,西湖溪流域,西湖溪,120.7478720,24.5333390,224454.87,2714114.32,苗栗縣西湖鄉四湖村縣119號公路9km處
龍德大橋,Longdeda Bridge,宜蘭縣,蘇澳鎮,新城溪流域,新城溪,121.8315600,24.6323640,334187.75,2725313.15,宜蘭縣蘇澳鎮2號公路
龍潭橋(原為龍鑾潭),Longluntan,屏東縣,恆春鎮,保力溪流域,保力溪,120.7378840,21.9881380,222933.72,2432266.95,屏東縣恆春鎮龍水里
龜山橋,Gueishan Bridge,苗栗縣,公館鄉,後龍溪流域,後龍溪,120.8159170,24.5364400,231349.53,2714446.88,苗栗縣公館鄉6號公路12km處
龜山橋,Gueishan Bridge,桃園縣,龜山鄉,南崁溪流域,南崁溪,121.3399500,24.9970220,284315.52,2765490.72,桃園縣龜山鄉台一甲線與光華路交叉口附近
環鄉橋(原為宋屋),Songwu,桃園縣,平鎮市,老街溪流域,老街溪,121.2100950,24.9433770,271216.79,2759522.31,桃園縣平鎮市宋屋村過嶺圳環南路二段環鄉橋
磺溪橋,Huang River Bridge,新北市,金山區,磺溪流域,磺溪,121.6304730,25.2269580,313523.38,2791065.21,新北市金山區台2線(中山路)
臨海橋,Linhia Bridge,屏東縣,車城鄉,保力溪流域,保力溪,120.7120610,22.0577710,220281.72,2439981.52,屏東縣車城鄉射寮村
舊港橋,Geogon Bridge,高雄市,彌陀區,阿公店溪流域,阿公店溪,120.2321270,22.8007420,171166.82,2522423.73,高雄市彌陀區復興路(高21線2.5公里處)
舊路大橋,Geolooda Bridge,桃園縣,龜山鄉,南崁溪流域,南崁溪,121.3623480,25.0187540,286570.05,2767903.77,桃園縣龜山鄉舊路村105號公路與桃7線交會口附近
豐化橋,Fonhua Bridge,台南市,新市區,鹽水溪流域,鹽水溪,120.2777770,23.0590840,175994.13,2551008.42,台南市新市區台1線公路(319公里處)
豐里橋,Fonli Bridge,台東縣,臺東市,太平溪流域,太平溪,121.1423270,22.7464490,264617.37,2516214.21,台東市中華路一段
豐源大橋,Fongyuanda Bridge,台東縣,臺東市,利嘉溪流域,利嘉溪,121.0951980,22.7234660,259778.74,2513665.37,台東縣台東市台11線公路(173.3公里處)
豐橋,Fon Bridge,雲林縣,崙背鄉,新虎尾溪流域,新虎尾溪,120.3473490,23.7420460,183465.54,2626608.48,雲林縣崙背鄉19號公路46km處
雙園大橋,Shuangyuanda Bridge,高雄市,林園區,高屏溪流域,高屏溪,120.4213210,22.4984670,190460.67,2488863.69,高雄市林園區台17線公路(250公里處)
懷恩橋(原為二重溪),Erchongci,屏東縣,車城鄉,四重溪流域,四重溪,120.7408320,22.0827920,223255.90,2442746.52,屏東縣車城鄉二重溪懷恩橋
關渡大橋,Gwandu Bridge,新北市,八里區,淡水河流域,淡水河本流,121.4572370,25.1248170,296107.15,2779680.77,新北市八里區成泰路四段與縣103號道交會處附近
隴東橋(原為龍東橋),Longdon Bridge,屏東縣,萬巒鄉,東港溪流域,東港溪,120.5829520,22.6029350,207123.14,2500376.02,屏東縣萬巒鄉泗溝村村園路
寶山水庫取水口,Paosan Reservoir water Intake,新竹縣,竹東鎮,頭前溪流域,頭前溪,121.1030449,24.6900185,255595.87,2737736.74,新竹縣竹東鎮東峰路(縣122號道)
寶橋,Bao Bridge,台北市,文山區,淡水河流域,景美溪,121.5532680,24.9792660,305856.84,2763594.96,新北市新店區寶橋路
觸口橋,Chuko Bridge,嘉義縣,番路鄉,八掌溪流域,八掌溪,120.6055810,23.4389760,209698.92,2592948.74,嘉義縣番路鄉台18線公路(20公里處)
蘭陽大橋,Lanyangda Bridge,宜蘭縣,五結鄉,蘭陽溪流域,蘭陽溪,121.7722880,24.7135820,328136.13,2734274.19,宜蘭縣五結鄉8號公路
鹽水溪橋,Yanshuei River Bridge,台南市,安南區,鹽水溪流域,鹽水溪,120.1924680,23.0197730,167228.20,2546700.79,台南市安南區台17甲公路
觀光大橋(取代北港大橋),Beigangda Bridge,雲林縣,北港鎮,北港溪流域,北港溪(雲),120.3014900,23.5625590,178693.05,2606752.95,雲林縣北港鎮19號公路68km處
