SiteName,SiteEngName,County,Township,Basin,River,TWD97Lon,TWD97Lat,TWD97TM2X,TWD97TM2Y,SampleDate,ItemName,ItemEngName,ItemEngAbbreviation,ItemValue,ItemUnit
台東大橋,"Taitungda Bridge",台東縣,臺東市,卑南溪流域,卑南溪,121.1444750,22.7922330,264833.01,2521284.02,2013-10-08,大腸桿菌群,"Coliform Group",Coliform,31000,CFU/100mL
台東大橋,"Taitungda Bridge",台東縣,臺東市,卑南溪流域,卑南溪,121.1444750,22.7922330,264833.01,2521284.02,2013-10-08,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,98.6,%
台東大橋,"Taitungda Bridge",台東縣,臺東市,卑南溪流域,卑南溪,121.1444750,22.7922330,264833.01,2521284.02,2013-10-08,氯鹽,Chloride,Cl,-,mg/L
台東大橋,"Taitungda Bridge",台東縣,臺東市,卑南溪流域,卑南溪,121.1444750,22.7922330,264833.01,2521284.02,2013-10-08,氨氮,NH3-N,NH3-N,0.07,mg/L
台東大橋,"Taitungda Bridge",台東縣,臺東市,卑南溪流域,卑南溪,121.1444750,22.7922330,264833.01,2521284.02,2013-10-08,化學需氧量,"Chemical Oxygen Demand",COD,83.4,mg/L
台東大橋,"Taitungda Bridge",台東縣,臺東市,卑南溪流域,卑南溪,121.1444750,22.7922330,264833.01,2521284.02,2013-10-08,生化需氧量,"Biochemical Oxygen Demand",BOD5,1.0,mg/L
台東大橋,"Taitungda Bridge",台東縣,臺東市,卑南溪流域,卑南溪,121.1444750,22.7922330,264833.01,2521284.02,2013-10-08,溶氧(電極法),"Dissolved Oxygen",DO,7.7,mg/L
台東大橋,"Taitungda Bridge",台東縣,臺東市,卑南溪流域,卑南溪,121.1444750,22.7922330,264833.01,2521284.02,2013-10-08,懸浮固體,"Suspended Solid",SS,4140,mg/L
台東大橋,"Taitungda Bridge",台東縣,臺東市,卑南溪流域,卑南溪,121.1444750,22.7922330,264833.01,2521284.02,2013-10-08,氣溫,Temperature,TMP,29.4,℃
台東大橋,"Taitungda Bridge",台東縣,臺東市,卑南溪流域,卑南溪,121.1444750,22.7922330,264833.01,2521284.02,2013-10-08,導電度,Conductivity,EC,446,μmho/cm25℃
台東大橋,"Taitungda Bridge",台東縣,臺東市,卑南溪流域,卑南溪,121.1444750,22.7922330,264833.01,2521284.02,2013-10-08,酸鹼值,pH,pH,7.9,
台東大橋,"Taitungda Bridge",台東縣,臺東市,卑南溪流域,卑南溪,121.1444750,22.7922330,264833.01,2521284.02,2013-10-08,水溫,"Water Temperature",WT,27.5,℃
台東大橋,"Taitungda Bridge",台東縣,臺東市,卑南溪流域,卑南溪,121.1444750,22.7922330,264833.01,2521284.02,2013-10-08,河川污染分類指標,"River Pollution Index",RPI,3.25,
鹿鳴橋,"Lumin Bridge",台東縣,鹿野鄉,卑南溪流域,卑南溪,121.0941990,22.8914450,259664.30,2532265.69,2013-10-08,大腸桿菌群,"Coliform Group",Coliform,1500,CFU/100mL
鹿鳴橋,"Lumin Bridge",台東縣,鹿野鄉,卑南溪流域,卑南溪,121.0941990,22.8914450,259664.30,2532265.69,2013-10-08,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,96.4,%
鹿鳴橋,"Lumin Bridge",台東縣,鹿野鄉,卑南溪流域,卑南溪,121.0941990,22.8914450,259664.30,2532265.69,2013-10-08,氯鹽,Chloride,Cl,-,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,鹿野鄉,卑南溪流域,卑南溪,121.0941990,22.8914450,259664.30,2532265.69,2013-10-08,氨氮,NH3-N,NH3-N,0.10,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,鹿野鄉,卑南溪流域,卑南溪,121.0941990,22.8914450,259664.30,2532265.69,2013-10-08,化學需氧量,"Chemical Oxygen Demand",COD,120,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,鹿野鄉,卑南溪流域,卑南溪,121.0941990,22.8914450,259664.30,2532265.69,2013-10-08,生化需氧量,"Biochemical Oxygen Demand",BOD5,1.3,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,鹿野鄉,卑南溪流域,卑南溪,121.0941990,22.8914450,259664.30,2532265.69,2013-10-08,溶氧(電極法),"Dissolved Oxygen",DO,7.8,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,鹿野鄉,卑南溪流域,卑南溪,121.0941990,22.8914450,259664.30,2532265.69,2013-10-08,懸浮固體,"Suspended Solid",SS,5490,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,鹿野鄉,卑南溪流域,卑南溪,121.0941990,22.8914450,259664.30,2532265.69,2013-10-08,氣溫,Temperature,TMP,29.8,℃
鹿鳴橋,"Lumin Bridge",台東縣,鹿野鄉,卑南溪流域,卑南溪,121.0941990,22.8914450,259664.30,2532265.69,2013-10-08,導電度,Conductivity,EC,434,μmho/cm25℃
鹿鳴橋,"Lumin Bridge",台東縣,鹿野鄉,卑南溪流域,卑南溪,121.0941990,22.8914450,259664.30,2532265.69,2013-10-08,酸鹼值,pH,pH,8.0,
鹿鳴橋,"Lumin Bridge",台東縣,鹿野鄉,卑南溪流域,卑南溪,121.0941990,22.8914450,259664.30,2532265.69,2013-10-08,水溫,"Water Temperature",WT,25.9,℃
