SiteName,SiteEngName,County,Township,Basin,River,TWD97Lon,TWD97Lat,TWD97TM2X,TWD97TM2Y,SampleDate,ItemName,ItemEngName,ItemEngAbbreviation,ItemValue,ItemUnit
台東大橋,"Taitungda Bridge",台東縣,,卑南溪流域,卑南溪,121.1444750000,22.7922330000,,,2013-06-05,汞,Mercury,Hg,<0.0003,mg/L
台東大橋,"Taitungda Bridge",台東縣,,卑南溪流域,卑南溪,121.1444750000,22.7922330000,,,2013-06-05,六價鉻,"Hexavalent Chromium","Cr 6+",<0.002,mg/L
台東大橋,"Taitungda Bridge",台東縣,,卑南溪流域,卑南溪,121.1444750000,22.7922330000,,,2013-06-05,銀,Silver,Ag,<0.001,mg/L
台東大橋,"Taitungda Bridge",台東縣,,卑南溪流域,卑南溪,121.1444750000,22.7922330000,,,2013-06-05,鎘,Cadmium,Cd,<0.001,mg/L
台東大橋,"Taitungda Bridge",台東縣,,卑南溪流域,卑南溪,121.1444750000,22.7922330000,,,2013-06-05,砷,Arsenic,As,0.0039,mg/L
台東大橋,"Taitungda Bridge",台東縣,,卑南溪流域,卑南溪,121.1444750000,22.7922330000,,,2013-06-05,鉛,Lead,Pb,0.057,mg/L
台東大橋,"Taitungda Bridge",台東縣,,卑南溪流域,卑南溪,121.1444750000,22.7922330000,,,2013-06-05,銅,Copper,Cu,0.019,mg/L
台東大橋,"Taitungda Bridge",台東縣,,卑南溪流域,卑南溪,121.1444750000,22.7922330000,,,2013-06-05,鋅,Zinc,Zn,0.111,mg/L
台東大橋,"Taitungda Bridge",台東縣,,卑南溪流域,卑南溪,121.1444750000,22.7922330000,,,2013-06-05,錳,Manganese,Mn,1.60,mg/L
台東大橋,"Taitungda Bridge",台東縣,,卑南溪流域,卑南溪,121.1444750000,22.7922330000,,,2013-06-05,總磷,Total-Phosphate,TP,0.842,mg/L
台東大橋,"Taitungda Bridge",台東縣,,卑南溪流域,卑南溪,121.1444750000,22.7922330000,,,2013-06-05,硝酸鹽氮,Nitrate-Nitrogen,NO3-N,0.37,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,,卑南溪流域,卑南溪,121.0941990000,22.8914450000,,,2013-06-05,汞,Mercury,Hg,-,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,,卑南溪流域,卑南溪,121.0941990000,22.8914450000,,,2013-06-05,六價鉻,"Hexavalent Chromium","Cr 6+",-,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,,卑南溪流域,卑南溪,121.0941990000,22.8914450000,,,2013-06-05,銀,Silver,Ag,-,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,,卑南溪流域,卑南溪,121.0941990000,22.8914450000,,,2013-06-05,鎘,Cadmium,Cd,-,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,,卑南溪流域,卑南溪,121.0941990000,22.8914450000,,,2013-06-05,砷,Arsenic,As,-,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,,卑南溪流域,卑南溪,121.0941990000,22.8914450000,,,2013-06-05,鉛,Lead,Pb,-,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,,卑南溪流域,卑南溪,121.0941990000,22.8914450000,,,2013-06-05,銅,Copper,Cu,-,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,,卑南溪流域,卑南溪,121.0941990000,22.8914450000,,,2013-06-05,鋅,Zinc,Zn,-,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,,卑南溪流域,卑南溪,121.0941990000,22.8914450000,,,2013-06-05,錳,Manganese,Mn,-,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,,卑南溪流域,卑南溪,121.0941990000,22.8914450000,,,2013-06-05,總磷,Total-Phosphate,TP,-,mg/L
鹿鳴橋,"Lumin Bridge",台東縣,,卑南溪流域,卑南溪,121.0941990000,22.8914450000,,,2013-06-05,硝酸鹽氮,Nitrate-Nitrogen,NO3-N,-,mg/L
初來橋,"Choulia Bridge",台東縣,,卑南溪流域,卑南溪,121.1691280000,23.1256380000,,,2013-06-05,汞,Mercury,Hg,<0.0003,mg/L
