SiteName,SiteEngName,County,Township,Basin,River,TWD97Lon,TWD97Lat,TWD97TM2X,TWD97TM2Y,SampleDate,ItemName,ItemEngName,ItemEngAbbreviation,ItemValue,ItemUnit
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-09-14,大腸桿菌群,"Coliform Group",Coliform,110000,CFU/100mL
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-09-14,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,96.2,%
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-09-14,氯鹽,Chloride,Cl,1020,mg/L
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-09-14,氨氮,NH3-N,NH3-N,1.76,mg/L
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-09-14,化學需氧量,"Chemical Oxygen Demand",COD,25.7,mg/L
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-09-14,生化需氧量,"Biochemical Oxygen Demand",BOD5,5.4,mg/L
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-09-14,溶氧(電極法),"Dissolved Oxygen",DO,7.2,mg/L
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-09-14,懸浮固體,"Suspended Solid",SS,24.6,mg/L
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-09-14,氣溫,Temperature,TMP,32.0,℃
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-09-14,導電度,Conductivity,EC,3630,μmho/cm25℃
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-09-14,酸鹼值,pH,pH,7.9,
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-09-14,水溫,"Water Temperature",WT,30.6,℃
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-09-14,河川污染分類指標,"River Pollution Index",RPI,4.00,
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-09-14,大腸桿菌群,"Coliform Group",Coliform,17000,CFU/100mL
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-09-14,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,90.2,%
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-09-14,氯鹽,Chloride,Cl,-,mg/L
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-09-14,氨氮,NH3-N,NH3-N,0.17,mg/L
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-09-14,化學需氧量,"Chemical Oxygen Demand",COD,10.4,mg/L
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-09-14,生化需氧量,"Biochemical Oxygen Demand",BOD5,2.3,mg/L
