SiteName,SiteEngName,County,Township,Basin,River,TWD97Lon,TWD97Lat,TWD97TM2X,TWD97TM2Y,SampleDate,ItemName,ItemEngName,ItemEngAbbreviation,ItemValue,ItemUnit
錦文橋,"Geinwun Bridge",花蓮縣,,立霧溪流域,立霧溪,121.6217480000,24.1563480000,,,2013-05-15,大腸桿菌群,"Coliform Group",Coliform,160,CFU/100mL
錦文橋,"Geinwun Bridge",花蓮縣,,立霧溪流域,立霧溪,121.6217480000,24.1563480000,,,2013-05-15,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,99.5,%
錦文橋,"Geinwun Bridge",花蓮縣,,立霧溪流域,立霧溪,121.6217480000,24.1563480000,,,2013-05-15,氯鹽,Chloride,Cl,-,mg/L
錦文橋,"Geinwun Bridge",花蓮縣,,立霧溪流域,立霧溪,121.6217480000,24.1563480000,,,2013-05-15,氨氮,NH3-N,NH3-N,<0.01,mg/L
錦文橋,"Geinwun Bridge",花蓮縣,,立霧溪流域,立霧溪,121.6217480000,24.1563480000,,,2013-05-15,化學需氧量,"Chemical Oxygen Demand",COD,6.6,mg/L
錦文橋,"Geinwun Bridge",花蓮縣,,立霧溪流域,立霧溪,121.6217480000,24.1563480000,,,2013-05-15,生化需氧量,"Biochemical Oxygen Demand",BOD5,<1.0,mg/L
錦文橋,"Geinwun Bridge",花蓮縣,,立霧溪流域,立霧溪,121.6217480000,24.1563480000,,,2013-05-15,溶氧(電極法),"Dissolved Oxygen",DO,8.3,mg/L
錦文橋,"Geinwun Bridge",花蓮縣,,立霧溪流域,立霧溪,121.6217480000,24.1563480000,,,2013-05-15,懸浮固體,"Suspended Solid",SS,289,mg/L
錦文橋,"Geinwun Bridge",花蓮縣,,立霧溪流域,立霧溪,121.6217480000,24.1563480000,,,2013-05-15,氣溫,Temperature,TMP,27.5,℃
錦文橋,"Geinwun Bridge",花蓮縣,,立霧溪流域,立霧溪,121.6217480000,24.1563480000,,,2013-05-15,導電度,Conductivity,EC,325,μmho/cm25℃
錦文橋,"Geinwun Bridge",花蓮縣,,立霧溪流域,立霧溪,121.6217480000,24.1563480000,,,2013-05-15,酸鹼值,pH,pH,7.6,
錦文橋,"Geinwun Bridge",花蓮縣,,立霧溪流域,立霧溪,121.6217480000,24.1563480000,,,2013-05-15,水溫,"Water Temperature",WT,24.1,℃
錦文橋,"Geinwun Bridge",花蓮縣,,立霧溪流域,立霧溪,121.6217480000,24.1563480000,,,2013-05-15,河川污染分類指標,"River Pollution Index",RPI,3.25,
普渡大橋,"Podooda Bridge",花蓮縣,,立霧溪流域,立霧溪,121.4954960000,24.1813090000,,,2013-05-15,大腸桿菌群,"Coliform Group",Coliform,-,CFU/100mL
普渡大橋,"Podooda Bridge",花蓮縣,,立霧溪流域,立霧溪,121.4954960000,24.1813090000,,,2013-05-15,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,-,%
普渡大橋,"Podooda Bridge",花蓮縣,,立霧溪流域,立霧溪,121.4954960000,24.1813090000,,,2013-05-15,氯鹽,Chloride,Cl,-,mg/L
普渡大橋,"Podooda Bridge",花蓮縣,,立霧溪流域,立霧溪,121.4954960000,24.1813090000,,,2013-05-15,氨氮,NH3-N,NH3-N,-,mg/L
普渡大橋,"Podooda Bridge",花蓮縣,,立霧溪流域,立霧溪,121.4954960000,24.1813090000,,,2013-05-15,化學需氧量,"Chemical Oxygen Demand",COD,-,mg/L
普渡大橋,"Podooda Bridge",花蓮縣,,立霧溪流域,立霧溪,121.4954960000,24.1813090000,,,2013-05-15,生化需氧量,"Biochemical Oxygen Demand",BOD5,-,mg/L
普渡大橋,"Podooda Bridge",花蓮縣,,立霧溪流域,立霧溪,121.4954960000,24.1813090000,,,2013-05-15,溶氧(電極法),"Dissolved Oxygen",DO,-,mg/L
普渡大橋,"Podooda Bridge",花蓮縣,,立霧溪流域,立霧溪,121.4954960000,24.1813090000,,,2013-05-15,懸浮固體,"Suspended Solid",SS,-,mg/L
