SiteName,SiteEngName,County,Township,Basin,River,TWD97Lon,TWD97Lat,TWD97TM2X,TWD97TM2Y,SampleDate,ItemName,ItemEngName,ItemEngAbbreviation,ItemValue,ItemUnit
軍輝橋,"Jyunhui Bridge",嘉義市,東區,八掌溪流域,八掌溪,120.4581350,23.4585540,194641.01,2595165.83,2013-09-17,大腸桿菌群,"Coliform Group",Coliform,49000,CFU/100mL
軍輝橋,"Jyunhui Bridge",嘉義市,東區,八掌溪流域,八掌溪,120.4581350,23.4585540,194641.01,2595165.83,2013-09-17,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,98.3,%
軍輝橋,"Jyunhui Bridge",嘉義市,東區,八掌溪流域,八掌溪,120.4581350,23.4585540,194641.01,2595165.83,2013-09-17,氯鹽,Chloride,Cl,-,mg/L
軍輝橋,"Jyunhui Bridge",嘉義市,東區,八掌溪流域,八掌溪,120.4581350,23.4585540,194641.01,2595165.83,2013-09-17,氨氮,NH3-N,NH3-N,0.12,mg/L
軍輝橋,"Jyunhui Bridge",嘉義市,東區,八掌溪流域,八掌溪,120.4581350,23.4585540,194641.01,2595165.83,2013-09-17,化學需氧量,"Chemical Oxygen Demand",COD,5.4,mg/L
軍輝橋,"Jyunhui Bridge",嘉義市,東區,八掌溪流域,八掌溪,120.4581350,23.4585540,194641.01,2595165.83,2013-09-17,生化需氧量,"Biochemical Oxygen Demand",BOD5,<1.0,mg/L
軍輝橋,"Jyunhui Bridge",嘉義市,東區,八掌溪流域,八掌溪,120.4581350,23.4585540,194641.01,2595165.83,2013-09-17,溶氧(電極法),"Dissolved Oxygen",DO,7.6,mg/L
軍輝橋,"Jyunhui Bridge",嘉義市,東區,八掌溪流域,八掌溪,120.4581350,23.4585540,194641.01,2595165.83,2013-09-17,懸浮固體,"Suspended Solid",SS,59.4,mg/L
軍輝橋,"Jyunhui Bridge",嘉義市,東區,八掌溪流域,八掌溪,120.4581350,23.4585540,194641.01,2595165.83,2013-09-17,氣溫,Temperature,TMP,32.0,℃
軍輝橋,"Jyunhui Bridge",嘉義市,東區,八掌溪流域,八掌溪,120.4581350,23.4585540,194641.01,2595165.83,2013-09-17,導電度,Conductivity,EC,494,μmho/cm25℃
