SiteName,SiteEngName,County,Township,Basin,River,TWD97Lon,TWD97Lat,TWD97TM2X,TWD97TM2Y,SampleDate,ItemName,ItemEngName,ItemEngAbbreviation,ItemValue,ItemUnit
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-08-02,大腸桿菌群,"Coliform Group",Coliform,260000,CFU/100mL
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-08-02,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,101.4,%
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-08-02,氯鹽,Chloride,Cl,355,mg/L
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-08-02,氨氮,NH3-N,NH3-N,0.82,mg/L
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-08-02,化學需氧量,"Chemical Oxygen Demand",COD,23.0,mg/L
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-08-02,生化需氧量,"Biochemical Oxygen Demand",BOD5,4.5,mg/L
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-08-02,溶氧(電極法),"Dissolved Oxygen",DO,7.5,mg/L
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-08-02,懸浮固體,"Suspended Solid",SS,29.9,mg/L
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-08-02,氣溫,Temperature,TMP,33.0,℃
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-08-02,導電度,Conductivity,EC,1740,μmho/cm25℃
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-08-02,酸鹼值,pH,pH,7.9,
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-08-02,水溫,"Water Temperature",WT,31.8,℃
誠仁橋,"Chenren Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9062950,24.7408220,240521.72,2737074.32,2013-08-02,河川污染分類指標,"River Pollution Index",RPI,2.50,
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-08-02,大腸桿菌群,"Coliform Group",Coliform,23000,CFU/100mL
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-08-02,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,84.0,%
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-08-02,氯鹽,Chloride,Cl,-,mg/L
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-08-02,氨氮,NH3-N,NH3-N,0.06,mg/L
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-08-02,化學需氧量,"Chemical Oxygen Demand",COD,18.5,mg/L
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-08-02,生化需氧量,"Biochemical Oxygen Demand",BOD5,2.7,mg/L
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-08-02,溶氧(電極法),"Dissolved Oxygen",DO,6.4,mg/L
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-08-02,懸浮固體,"Suspended Solid",SS,24.4,mg/L
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-08-02,氣溫,Temperature,TMP,30.0,℃
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-08-02,導電度,Conductivity,EC,618,μmho/cm25℃
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-08-02,酸鹼值,pH,pH,7.8,
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-08-02,水溫,"Water Temperature",WT,29.2,℃
中隘橋,"Jhongai Bridge",新竹市,香山區,鹽港溪流域,鹽港溪,120.9171340,24.7299750,241617.34,2735872.19,2013-08-02,河川污染分類指標,"River Pollution Index",RPI,2.00,
香雅橋,"Siangya Bridge",新竹市,香山區,客雅溪流域,客雅溪,120.9253570,24.8032280,242453.58,2743985.11,2013-08-02,大腸桿菌群,"Coliform Group",Coliform,260000,CFU/100mL
香雅橋,"Siangya Bridge",新竹市,香山區,客雅溪流域,客雅溪,120.9253570,24.8032280,242453.58,2743985.11,2013-08-02,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,98.2,%
香雅橋,"Siangya Bridge",新竹市,香山區,客雅溪流域,客雅溪,120.9253570,24.8032280,242453.58,2743985.11,2013-08-02,氯鹽,Chloride,Cl,-,mg/L
香雅橋,"Siangya Bridge",新竹市,香山區,客雅溪流域,客雅溪,120.9253570,24.8032280,242453.58,2743985.11,2013-08-02,氨氮,NH3-N,NH3-N,47.8,mg/L
香雅橋,"Siangya Bridge",新竹市,香山區,客雅溪流域,客雅溪,120.9253570,24.8032280,242453.58,2743985.11,2013-08-02,化學需氧量,"Chemical Oxygen Demand",COD,22.8,mg/L
香雅橋,"Siangya Bridge",新竹市,香山區,客雅溪流域,客雅溪,120.9253570,24.8032280,242453.58,2743985.11,2013-08-02,生化需氧量,"Biochemical Oxygen Demand",BOD5,5.8,mg/L
香雅橋,"Siangya Bridge",新竹市,香山區,客雅溪流域,客雅溪,120.9253570,24.8032280,242453.58,2743985.11,2013-08-02,溶氧(電極法),"Dissolved Oxygen",DO,7.3,mg/L
香雅橋,"Siangya Bridge",新竹市,香山區,客雅溪流域,客雅溪,120.9253570,24.8032280,242453.58,2743985.11,2013-08-02,懸浮固體,"Suspended Solid",SS,17.3,mg/L
香雅橋,"Siangya Bridge",新竹市,香山區,客雅溪流域,客雅溪,120.9253570,24.8032280,242453.58,2743985.11,2013-08-02,氣溫,Temperature,TMP,34.0,℃
香雅橋,"Siangya Bridge",新竹市,香山區,客雅溪流域,客雅溪,120.9253570,24.8032280,242453.58,2743985.11,2013-08-02,導電度,Conductivity,EC,2230,μmho/cm25℃
香雅橋,"Siangya Bridge",新竹市,香山區,客雅溪流域,客雅溪,120.9253570,24.8032280,242453.58,2743985.11,2013-08-02,酸鹼值,pH,pH,7.5,
香雅橋,"Siangya Bridge",新竹市,香山區,客雅溪流域,客雅溪,120.9253570,24.8032280,242453.58,2743985.11,2013-08-02,水溫,"Water Temperature",WT,31.3,℃
香雅橋,"Siangya Bridge",新竹市,香山區,客雅溪流域,客雅溪,120.9253570,24.8032280,242453.58,2743985.11,2013-08-02,河川污染分類指標,"River Pollution Index",RPI,4.50,
客雅溪橋,"Keya River Bridge",新竹市,北區,客雅溪流域,客雅溪,120.9588140,24.7967360,245835.90,2743264.60,2013-08-02,大腸桿菌群,"Coliform Group",Coliform,480000,CFU/100mL
客雅溪橋,"Keya River Bridge",新竹市,北區,客雅溪流域,客雅溪,120.9588140,24.7967360,245835.90,2743264.60,2013-08-02,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,74.0,%
客雅溪橋,"Keya River Bridge",新竹市,北區,客雅溪流域,客雅溪,120.9588140,24.7967360,245835.90,2743264.60,2013-08-02,氯鹽,Chloride,Cl,-,mg/L
客雅溪橋,"Keya River Bridge",新竹市,北區,客雅溪流域,客雅溪,120.9588140,24.7967360,245835.90,2743264.60,2013-08-02,氨氮,NH3-N,NH3-N,52.3,mg/L
客雅溪橋,"Keya River Bridge",新竹市,北區,客雅溪流域,客雅溪,120.9588140,24.7967360,245835.90,2743264.60,2013-08-02,化學需氧量,"Chemical Oxygen Demand",COD,19.2,mg/L
客雅溪橋,"Keya River Bridge",新竹市,北區,客雅溪流域,客雅溪,120.9588140,24.7967360,245835.90,2743264.60,2013-08-02,生化需氧量,"Biochemical Oxygen Demand",BOD5,5.9,mg/L
客雅溪橋,"Keya River Bridge",新竹市,北區,客雅溪流域,客雅溪,120.9588140,24.7967360,245835.90,2743264.60,2013-08-02,溶氧(電極法),"Dissolved Oxygen",DO,5.6,mg/L
客雅溪橋,"Keya River Bridge",新竹市,北區,客雅溪流域,客雅溪,120.9588140,24.7967360,245835.90,2743264.60,2013-08-02,懸浮固體,"Suspended Solid",SS,35.5,mg/L
客雅溪橋,"Keya River Bridge",新竹市,北區,客雅溪流域,客雅溪,120.9588140,24.7967360,245835.90,2743264.60,2013-08-02,氣溫,Temperature,TMP,33.0,℃
客雅溪橋,"Keya River Bridge",新竹市,北區,客雅溪流域,客雅溪,120.9588140,24.7967360,245835.90,2743264.60,2013-08-02,導電度,Conductivity,EC,2390,μmho/cm25℃
客雅溪橋,"Keya River Bridge",新竹市,北區,客雅溪流域,客雅溪,120.9588140,24.7967360,245835.90,2743264.60,2013-08-02,酸鹼值,pH,pH,7.4,
客雅溪橋,"Keya River Bridge",新竹市,北區,客雅溪流域,客雅溪,120.9588140,24.7967360,245835.90,2743264.60,2013-08-02,水溫,"Water Temperature",WT,29.9,℃
客雅溪橋,"Keya River Bridge",新竹市,北區,客雅溪流域,客雅溪,120.9588140,24.7967360,245835.90,2743264.60,2013-08-02,河川污染分類指標,"River Pollution Index",RPI,5.50,
鳳凰橋(原為青草湖),"Chintsao Lake",新竹市,東區,客雅溪流域,客雅溪,120.9675160,24.7831980,246715.34,2741764.93,2013-08-02,大腸桿菌群,"Coliform Group",Coliform,2500,CFU/100mL
鳳凰橋(原為青草湖),"Chintsao Lake",新竹市,東區,客雅溪流域,客雅溪,120.9675160,24.7831980,246715.34,2741764.93,2013-08-02,溶氧飽和度,"Dissolved Oxygen Saturation",DOS,94.0,%
鳳凰橋(原為青草湖),"Chintsao Lake",新竹市,東區,客雅溪流域,客雅溪,120.9675160,24.7831980,246715.34,2741764.93,2013-08-02,氯鹽,Chloride,Cl,-,mg/L
鳳凰橋(原為青草湖),"Chintsao Lake",新竹市,東區,客雅溪流域,客雅溪,120.9675160,24.7831980,246715.34,2741764.93,2013-08-02,氨氮,NH3-N,NH3-N,0.40,mg/L
鳳凰橋(原為青草湖),"Chintsao Lake",新竹市,東區,客雅溪流域,客雅溪,120.9675160,24.7831980,246715.34,2741764.93,2013-08-02,化學需氧量,"Chemical Oxygen Demand",COD,16.1,mg/L
鳳凰橋(原為青草湖),"Chintsao Lake",新竹市,東區,客雅溪流域,客雅溪,120.9675160,24.7831980,246715.34,2741764.93,2013-08-02,生化需氧量,"Biochemical Oxygen Demand",BOD5,3.5,mg/L
鳳凰橋(原為青草湖),"Chintsao Lake",新竹市,東區,客雅溪流域,客雅溪,120.9675160,24.7831980,246715.34,2741764.93,2013-08-02,溶氧(電極法),"Dissolved Oxygen",DO,7.0,mg/L
鳳凰橋(原為青草湖),"Chintsao Lake",新竹市,東區,客雅溪流域,客雅溪,120.9675160,24.7831980,246715.34,2741764.93,2013-08-02,懸浮固體,"Suspended Solid",SS,15.4,mg/L
鳳凰橋(原為青草湖),"Chintsao Lake",新竹市,東區,客雅溪流域,客雅溪,120.9675160,24.7831980,246715.34,2741764.93,2013-08-02,氣溫,Temperature,TMP,32.0,℃
鳳凰橋(原為青草湖),"Chintsao Lake",新竹市,東區,客雅溪流域,客雅溪,120.9675160,24.7831980,246715.34,2741764.93,2013-08-02,導電度,Conductivity,EC,461,μmho/cm25℃
鳳凰橋(原為青草湖),"Chintsao Lake",新竹市,東區,客雅溪流域,客雅溪,120.9675160,24.7831980,246715.34,2741764.93,2013-08-02,酸鹼值,pH,pH,7.8,
